job	dataset	n_samples	n_covariates	support_size	nuisance	nonlinear	heavy_tail_eta	eta_beta	eps_beta	bootstrap	hetero_eps	treatment_effect	n_exp_kept	n_attempted	Ortho ML.rmse	Ortho ML.bias	Ortho ML.std	Ortho ML.finite	Robust Ortho ML.rmse	Robust Ortho ML.bias	Robust Ortho ML.std	Robust Ortho ML.finite	Robust Ortho Est.rmse	Robust Ortho Est.bias	Robust Ortho Est.std	Robust Ortho Est.finite	Robust Ortho Split.rmse	Robust Ortho Split.bias	Robust Ortho Split.std	Robust Ortho Split.finite	ICA.rmse	ICA.bias	ICA.std	ICA.finite	OLS.rmse	OLS.bias	OLS.std	OLS.finite	Matching.rmse	Matching.bias	Matching.std	Matching.finite
job_0000	housing	2000	5	5	linear	False	True	0.5	2	True	False	1	25	25	0.0237395	0.000813303	0.0237255	25	0.0282518	0.00184284	0.0281917	25	0.0282722	0.00205256	0.0281976	25	0.0285488	0.00158508	0.0285048	25	0.02391	0.00130147	0.0238745	25	0.0219766	0.00196388	0.0218887	25	0.0284016	-0.00129798	0.0283719	25
job_0001	housing	10000	5	5	linear	False	True	0.5	2	True	False	1	25	25	0.00989294	0.000780458	0.0098621	25	0.0222888	0.00190954	0.0222068	25	0.022277	0.0019413	0.0221923	25	0.0222378	0.00186612	0.0221593	25	0.0132908	-0.000287172	0.0132877	25	0.0100319	0.00106214	0.00997556	25	0.0121086	0.00241285	0.0118657	25
job_0002	housing	50000	5	5	linear	False	True	0.5	2	True	False	1	25	25	0.00261643	-0.000742538	0.00250885	25	0.0154219	-0.00354478	0.015009	25	0.0154222	-0.00356329	0.0150049	25	0.0154322	-0.00351753	0.015026	25	0.00511334	-0.000782504	0.00505311	25	0.00253504	-0.000156684	0.00253019	25	0.00387292	-0.000723272	0.00380479	25
job_0003	housing	2000	5	5	linear	False	True	0.5	0.5	True	False	1	25	25	0.0207137	-0.000389345	0.0207101	25	0.0499448	0.00365179	0.0498112	25	0.0503328	0.00351895	0.0502097	25	0.0497694	0.00364293	0.0496359	25	0.0139893	-0.00129201	0.0139295	25	0.0202552	-0.000163064	0.0202545	25	0.0272549	-0.00162943	0.0272061	25
job_0004	housing	10000	5	5	linear	False	True	0.5	0.5	True	False	1	25	25	0.0101623	-0.0013823	0.0100679	25	0.0230802	0.00738046	0.0218683	25	0.0231376	0.00737189	0.0219318	25	0.023094	0.00739042	0.0218795	25	0.00666972	0.000282192	0.00666375	25	0.0104166	-0.00100356	0.0103682	25	0.013111	-0.00305276	0.0127507	25
job_0005	housing	50000	5	5	linear	False	True	0.5	0.5	True	False	1	25	25	0.00443939	0.000926782	0.00434157	25	0.00780551	-0.000802666	0.00776413	25	0.00778654	-0.000817299	0.00774353	25	0.007827	-0.000806147	0.00778538	25	0.00241773	0.000537024	0.00235734	25	0.00458252	0.0015029	0.00432906	25	0.00586754	0.00196392	0.00552911	25
